,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
11234,OCAPICA,event,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11235,OCAPICA,event,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11236,OC Herald Center,flyers,Census Email Campaign,,Irvine,Asian American & Pacific Islander (AAPI)
11238,AASCSC,event,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11239,OC Herald Center,event,Oasis Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11240,OC Herald Center,event,YIA/YMM Info Session,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11241,AASCSC,event,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11244,Orange County United Way,event,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11245,OC Herald Center,event,Spring 2020 YIA opening,Irvine,Brea,Asian American & Pacific Islander (AAPI)
11246,KCS,event,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11250,Catholic Charities of Orange County,event,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11252,Catholic Charities of Orange County,event,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11253,Catholic Charities of Orange County,event,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11257,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11259,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11260,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11261,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11264,The Cambodian Family ,event,Stigma Arts Class,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11265,The Cambodian Family ,event,Class,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11270,The Cambodian Family ,event,Class,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11271,The Cambodian Family,event,Class ,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11274,The Cambodian Family,event,Class ,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11280,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11281,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11284,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11285,OC Herald Center,social_media,OCCEC Support Group,,Irvine,Asian American & Pacific Islander (AAPI)
11286,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11287,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11297,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11299,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11302,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11303,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11305,"Southland Integrated Services, Inc.",flyers,,,Westminster,Asian American & Pacific Islander (AAPI)
11306,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11310,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,Asian American & Pacific Islander (AAPI)
11313,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11315,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11316,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11318,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11319,OC Herald Center,flyers,Census Email Campaign  - Master List,,Irvine,Asian American & Pacific Islander (AAPI)
11320,OC Herald Center,event,Love Pack Give Away,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11321,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11322,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11323,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11324,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11325,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11326,OCAPICA,speaking_engagement,coasltine students,,Garden Grove,Asian American & Pacific Islander (AAPI)
11333,AASCSC,social_media,,,,Asian American & Pacific Islander (AAPI)
11350,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11351,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11353,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11354,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11356,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11357,OC Herald Center,other,IUSD Chinese PTA,,Irvine,Asian American & Pacific Islander (AAPI)
11358,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11359,AASCSC,event,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11361,OC Herald Center,event,Love Pack Give Away,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11362,AASCSC,meeting,,,Westminster,Asian American & Pacific Islander (AAPI)
11364,California Healthy Nail Salon Collaborative,event,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11365,"Southland Integrated Services, Inc. ",event,food distribution at community center,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11367,Orange County United Way,event,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11371,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11373,AASCSC,social_media,,,,Asian American & Pacific Islander (AAPI)
11375,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11378,AASCSC,other,reporter,,Santa Ana,Asian American & Pacific Islander (AAPI)
11380,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11381,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11383,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11390,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11391,Jamboree Housing Corporation,flyers,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11392,Jamboree Housing Corporation,flyers,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11393,Jamboree Housing Corporation,flyers,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11394,Jamboree Housing Corporation,flyers,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11395,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11396,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11397,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11400,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11408,Project Access ,flyers,Food Bank Distribution ,Cypress,Cypress,Asian American & Pacific Islander (AAPI)
11409,Project Access,flyers,,Cypress,Cypress,Asian American & Pacific Islander (AAPI)
11411,Project Access ,flyers,Food pantry distribution,Cypress,Cypress,Asian American & Pacific Islander (AAPI)
11412,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11416,"Southland Integrated Services, Inc.",flyers,Sending out Mailchimp to subscribers,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11417,"Southland Integrated Services, Inc.",flyers,Distribution of Census flyers and promotional items in care packages,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11418,"Southland Integrated Services, Inc.",flyers,Posting information sheet on VACF Facebook Page,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11419,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11420,"Southland Integrated Services, Inc.",flyers,Distributing Census flyers and promotional items,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11421,"Southland Integrated Services, Inc.",flyers,Distributing flyer and promotional items to individuals,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11424,CAIR-LA,flyers,,Fullerton,Fullerton,Asian American & Pacific Islander (AAPI)
11426,Jamboree Housing Corporation,flyers,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11433,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11435,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11436,OC Herald Center,flyers,Census Email Campaign - OCHC Volunteers,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11437,OC Herald Center,flyers,Census Email Campaign - Church Leaders,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11438,OC Herald Center,flyers,Census Email Campaign - Church Leaders,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11439,OC Herald Center,flyers,Census Email Campaign - OCHC Volunteers,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11440,OC Herald Center,flyers,Herald Monthly - Master List,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11441,OC Herald Center,flyers,Census Email Campaign - OCHC Volunteers,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11442,OC Herald Center,flyers,Census Email Campaign - Church Leaders,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11443,OC Herald Center,flyers,Census Email Campaign - OCHC Volunteers,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11446,OC Herald Center,flyers,Census Email Campaign - Church Leaders,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11447,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11448,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11450,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11455,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11459,CAP OC,flyers,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11465,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11476,California Healthy Nail Salon Collaborative,social_media,,,,Asian American & Pacific Islander (AAPI)
11478,Jamboree Housing Corporation,flyers,,San Clemente,San Clemente,Asian American & Pacific Islander (AAPI)
11479,Jamboree Housing Corporation,flyers,,San Clemente,San Clemente,Asian American & Pacific Islander (AAPI)
11495,VietRISE,flyers,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11496,VietRISE,flyers,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11497,VietRISE,flyers,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11498,VietRISE,flyers,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11502,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11506,OCAPICA,training_delivery,all staff meeting,,Garden Grove,Asian American & Pacific Islander (AAPI)
11507,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11508,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11514,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11515,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11518,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11519,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11520,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11521,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11522,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11523,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11524,AASCSC,media_other,"Film PSA - AASCSCs COO had the Co-Presidents and Immdiate Past President wear the 2020 Census pin for the Mandarin, Cantonese, and Taiwanese video. The media team adopted the idea and the other participants wore the 2020 census pin.",Orange,Orange,Asian American & Pacific Islander (AAPI)
11525,AASCSC,media_other,"Film PSA - AASCSCs COO had the Co-Presidents and Immdiate Past President wear the 2020 Census pin for the Mandarin, Cantonese, and Taiwanese video. The media team adopted the idea and the other participants wore the 2020 census pin.",Orange,Orange,Asian American & Pacific Islander (AAPI)
11533,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11534,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11536,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11537,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11538,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11540,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11542,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11544,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11545,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11546,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11548,OC Herald Center,other,WHS Chinese PTA,,Irvine,Asian American & Pacific Islander (AAPI)
11551,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11552,CAIR-LA,event,,,Irvine,Asian American & Pacific Islander (AAPI)
11553,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11556,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11557,OCAPICA,meeting,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11560,AASCSC,meeting,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11561,AASCSC,meeting,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11562,OC Herald Center,meeting,YIA PTA meeting,Irvine,Brea,Asian American & Pacific Islander (AAPI)
11565,AASCSC,meeting,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11568,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11569,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11570,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11571,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11574,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11576,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11577,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11582,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11583,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11584,AASCSC,meeting,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11588,OCAPICA,nudgealert,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11591,AASCSC,nudgealert,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11592,AASCSC,nudgealert,,Orange,Orange,Asian American & Pacific Islander (AAPI)
11593,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11594,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11595,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11596,OCAPICA,speaking_engagement,,,Westminster,Asian American & Pacific Islander (AAPI)
11599,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11600,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11601,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11602,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11610,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11611,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11612,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11615,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11616,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11617,OC Herald Center,social_media,Friends of Herald Chat Group,,Irvine,Asian American & Pacific Islander (AAPI)
11621,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11622,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11623,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11624,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11625,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11626,AASCSC,nudgealert,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11627,AASCSC,nudgealert,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11628,OCAPICA,canvassing,business canvassing at mall,,Westminster,Asian American & Pacific Islander (AAPI)
11629,AASCSC,nudgealert,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11633,KCS,other,Substance use disorder prevention and intervention group outreach,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11635,KCS,other,Substance use disorder prevention and intervention group outreach,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11636,OC Herald Center,other,Full Blessing Church,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11640,OC Herald Center,other,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11641,OC Herald Center,other,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11642,OC Herald Center,other,Family Keepers,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11643,OC Herald Center,other,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11644,OC Herald Center,other,House of Grace Wechat,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11645,OC Herald Center,other,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11646,OC Herald Center,other,Saddleback Church Chinese Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11647,OC Herald Center,other,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11648,OCAPICA,phone_banking,census phonebanking during primaries season,,Garden Grove,Asian American & Pacific Islander (AAPI)
11649,OC Herald Center,other,Mariners Church,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11650,OC Herald Center,other,Agape Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11651,OC Herald Center,other,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11654,OC Herald Center,other,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11655,VietRISE,media_other,,,Westminster,Asian American & Pacific Islander (AAPI)
11656,OC Herald Center,other,Irvine Chinese Support Alliance,,Irvine,Asian American & Pacific Islander (AAPI)
11657,OC Herald Center,other,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11659,OC Herald Center,other,Chinese Baptist Church of Orange County Spirtual Foundation Class,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11660,OC Herald Center,other,Laguna Altura,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11661,AASCSC,social_media,,,Orange,Asian American & Pacific Islander (AAPI)
11663,OC Herald Center,other,Chinese Baptist Church of Orange County Seekers Class Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11664,OC Herald Center,other,Chinese Baptist Church of Orange County Joy Sisters Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11665,OC Herald Center,other,Chinese Baptiest Church of Orange County New Song Small Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11666,OC Herald Center,other,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11667,OC Herald Center,other,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11668,OC Herald Center,other,Saddleback Church Chinese Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11669,OC Herald Center,other,House of Grace Wechat,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11670,OC Herald Center,other,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11671,OC Herald Center,other,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11674,OC Herald Center,other,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11675,OC Herald Center,other,CCEC Caring Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11677,OC Herald Center,other,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11678,OC Herald Center,other,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11680,OC Herald Center,other,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11681,OC Herald Center,other,Mariners Church,,Irvine,Asian American & Pacific Islander (AAPI)
11682,OC Herald Center,other,2020 Spring YIA PTA,,Irvine,Asian American & Pacific Islander (AAPI)
11683,OC Herald Center,other,CAAOC (Chinese American Association of Orange County) group #1,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11684,KCS,speaking_engagement,,,Anaheim,Asian American & Pacific Islander (AAPI)
11685,OC Herald Center,other,Agape Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11686,OC Herald Center,other,Mariners Church,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11687,OC Herald Center,other,Good Sister Parenting group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11689,OC Herald Center,other,Chinese Baptiest Church of Orange County Song of Songs Small Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11692,OC Herald Center,other,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11693,OC Herald Center,other,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11694,OC Herald Center,other,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11695,OC Herald Center,other,House of Grace Wechat,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11698,OC Herald Center,other,Saddleback Church Chinese Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11699,OC Herald Center,other,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11700,OC Herald Center,other,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11702,OC Herald Center,other,Mariners Church,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11703,OC Herald Center,other,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11705,"Southland Integrated Services, Inc.",phone_banking,,,Orange,Asian American & Pacific Islander (AAPI)
11706,OC Herald Center,other,Agape Fellowship,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11707,OC Herald Center,other,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11708,OC Herald Center,other,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11709,OC Herald Center,other,Josephine Huang- principal of?�EFCI Evergreen Senior College,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11710,OC Herald Center,other,Herald Monthly  - Master List,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11713,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11762,KCS,other,Media Post,Orange,Orange,Asian American & Pacific Islander (AAPI)
11770,The Cambodian Family,other,Food Drive,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11772,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11775,"Southland Integrated Services, Inc",other,Outreach to Vietnamese Alliance Church in Santa Ana,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
11777,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11787,CAP OC,other,presentation,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11788,OCAPICA,other,press conference,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
11800,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11803,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11804,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11806,Jamboree Housing Corporation,phone_banking,,Anaheim,Anaheim,Asian American & Pacific Islander (AAPI)
11820,OCAPICA,nudgealert,,,Buena Park,Asian American & Pacific Islander (AAPI)
11824,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11825,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11826,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11827,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
11829,OCAPICA,collateral,,,Garden Grove,Asian American & Pacific Islander (AAPI)
11831,Jamboree Housing Corporation,phone_banking,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11832,Jamboree Housing Corporation,phone_banking,,Brea,Brea,Asian American & Pacific Islander (AAPI)
11836,Jamboree Housing Corporation,phone_banking,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11838,Jamboree Housing Corporation,phone_banking,,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
11847,"Southland Integrated Services, Inc.",phone_banking,One-on-one assistance on the phone; promotion on the phone and outreach items included in care packages,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
11850,KCS,other,Full Pg Ad on KoreaTimes,,Garden Grove,Asian American & Pacific Islander (AAPI)
11869,Jamboree Housing Corporation,phone_banking,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11873,Jamboree Housing Corporation,phone_banking,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11874,OC Herald Center,other,SBC Open Door Study,,Irvine,Asian American & Pacific Islander (AAPI)
11878,AASCSC,other,reporter,,Santa Ana,Asian American & Pacific Islander (AAPI)
11880,Institute for Healthcare Advancement ,advertising,Street Banner,,La Habra,Asian American & Pacific Islander (AAPI)
